"Name","EX","EW","Subtotal (EX+EW)","CR(PE)","CR(PEW)","Subtotal (EX+EW+ CR(PE)+CR(PEW))","CR","EN","VU","Subtotal (threatened spp.)","LR/cd","NT or LR/nt","LC or LR/lc","DD","Total"
"XIPHOSURA","0","0","0","0","0","0","0","1","1","2","0","0","0","2","4"
"Total","0","0","0","0","0","0","0","1","1","2","0","0","0","2","4"
