"Name","EX","EW","Subtotal (EX+EW)","CR(PE)","CR(PEW)","Subtotal (EX+EW+ CR(PE)+CR(PEW))","CR","EN","VU","Subtotal (threatened spp.)","LR/cd","NT or LR/nt","LC or LR/lc","DD","Total"
"ANOSTRACA","0","0","0","0","0","0","7","9","10","26","1","1","1","1","30"
"DIPLOSTRACA","0","0","0","0","0","0","0","0","12","12","0","0","0","0","12"
"NOTOSTRACA","0","0","0","0","0","0","1","4","0","5","0","0","0","0","5"
"Total","0","0","0","0","0","0","8","13","22","43","1","1","1","1","47"
