"Name","EX","EW","Subtotal (EX+EW)","CR(PE)","CR(PEW)","Subtotal (EX+EW+ CR(PE)+CR(PEW))","CR","EN","VU","Subtotal (threatened spp.)","LR/cd","NT or LR/nt","LC or LR/lc","DD","Total"
"CALANOIDA","1","0","1","0","0","1","2","0","47","49","0","0","0","19","69"
"MISOPHRIOIDA","0","0","0","0","0","0","2","0","0","2","0","0","0","0","2"
"PLATYCOPIOIDA","0","0","0","0","0","0","2","0","0","2","0","0","0","0","2"
"Total","1","0","1","0","0","1","6","0","47","53","0","0","0","19","73"
