"Name","Mammals","Birds","Reptiles*","Amphibians","Fishes*","Molluscs*","Other Inverts*","Plants*","Fungi*","Chromists*","Total"
"Belarus","4","11","0","0","3","3","9","2","4","0","36"
"Moldova","6","12","2","0","8","2","4","2","0","0","36"
"Russian Federation","33","58","8","0","64","7","37","68","41","0","316"
"Ukraine","13","18","1","0","25","9","38","29","14","0","147"
